(Parent) ASIN,(Child) ASIN,Title,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer Percentage,Featured Offer Percentage - B2B,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
B0DVC8NYY2,B0DVC8NYY2,"NexLev Cool Mist Humidifier | 2.2L| For Office, Indoor Plants, Baby Nursery | Quiet Operation | Works 30Hrs on Low Setting | 360° Nozzle | Auto Shut-Off | Adjustable Knob | Leak Proof | HU-02","1,554",26,0.63%,0.60%,"2,268",44,0.70%,0.74%,43.10%,36.36%,27,0,1.74%,0.00%,"₹43,027.00",₹0.00,27,0
B0D9KFZYG8,B0D9KFZYG8,"NexLev Steamer For Cold & Cough| Face Steam,Inhaler & Vaporizer | Perfect for Facial & Aromatherapy | Nano Ionic Steam | Uv Sterilization | Aroma Diffuser|30 Sec Heating|Avoid Burns & Spillage | FS-01","1,053",12,0.42%,0.28%,"1,428",16,0.44%,0.27%,61.50%,62.50%,21,0,1.99%,0.00%,"₹34,279.00",₹0.00,21,0
B0DCK7ZH5P,B0DCK7ZH5P,"NexLev Mattress, Sofa, Carpet & Car Seat Vacuum Cleaner|For Dust Mites Allergens & Pet Hair|Cordless Design|1500*3 mAh |UV Sterilization, Double Beat Technology|Type C| HEPA captures 99.99% Dust|MR-02","9,044",129,3.64%,2.98%,"10,768",141,3.33%,2.36%,72.17%,77.50%,20,0,0.22%,0.00%,"₹65,980.00",₹0.00,20,0
B0D67727VG,B0D67727VG,NexLev LED Therapy Oil Applicator | Reduce Dandruff | Improve Hair Growth | EMS for Scalp Improvement | Red & Blue Light | High Frequency Massage for Better Absorption | 10 ML | Waterproof | EA-01,998,19,0.40%,0.44%,"1,402",32,0.43%,0.54%,68.62%,60.00%,19,0,1.90%,0.00%,"₹17,584.00",₹0.00,19,0
B0DCGHVN81,B0DCGHVN81,NexLev 2 in 1 Handheld & Stick Vacuum Cleaner | 17500 PA Suction | Dry Vacuuming for Home & Office | Washable HEPA Filter | 4 Adjustable Heads | Bagless| Deep Cleaning for Sofa Bed Window & more|VC-01,"3,720",45,1.50%,1.04%,"4,641",61,1.43%,1.02%,53.05%,50.00%,17,0,0.46%,0.00%,"₹33,983.00",₹0.00,17,0
B0CDPMX152,B0CDPMX152,NexLev Handheld Garment Steamer | 1500 Watts | 300 ML| Standing & Horizontal Iron Press | Damage Free Steaming for all Cloth Types | 25s Quick Heat |Upto 5 Clothes in One Fill | Travel Friendly |GS-02,"5,907",48,2.38%,1.11%,"7,919",78,2.45%,1.31%,41.18%,55.81%,15,1,0.25%,2.08%,"₹30,735.00","₹2,049.00",15,1
B0CYSMBCB8,B0CYSMBCB8,NexLev Steam Cleaner | For Complete Home Kitchen Bathroom Window Car & Office Cleaning | 9 Accessories | 450 ML | Window Pane Sink Grime Chimney Grease Water Stain Cleaner| 4 Meter Cord | 1000W |SC-02,"1,542",32,0.62%,0.74%,"2,092",39,0.65%,0.65%,74.62%,53.85%,18,0,1.17%,0.00%,"₹39,029.00",₹0.00,15,0
B0FN4GQ9HT,B0FN4GQ9HT,"White Mulberry Tilt TV Wall Mount Bracket for 13–43 Inch Flat Screen TVs, Low Profile Slim Design, Heavy-Duty Steel, VESA 75x75 to 200x200, Supports up to 99 lbs (45kg), Built-in Bubble Level",483,23,0.19%,0.53%,609,26,0.19%,0.44%,100.00%,100.00%,13,2,2.69%,8.70%,"₹9,799.00","₹1,516.00",13,2
B0DKJXRXKM,B0DKJXRXKM,NexLev Blackhead & Whitehead Remover Tool | Rechargeable |1Hr Use| Acne & Pimple Pore Cleaner | 6 Heads | Electric Derma Suction Machine | Hydra Facial Cleanser Device for Face |For Men & Women |BR-01,698,11,0.28%,0.25%,966,13,0.30%,0.22%,87.53%,100.00%,12,0,1.72%,0.00%,"₹17,589.00",₹0.00,12,0
B0CYSLCRQS,B0CYSLCRQS,"nexlev Mattress, Sofa & Carpet Vacuum Cleaner | for Dust Mites, Allergens & Pet Hair | 4 Step Cleansing with Double Beat, UV Light, Dehumidification & Vacuum | HEPA captures 99.99% Dust|MR-01","52,737",544,21.25%,12.55%,"60,391",647,18.67%,10.83%,5.29%,5.25%,11,0,0.02%,0.00%,"₹23,392.00",₹0.00,11,0
B0CM6NTWBP,B0CM6NTWBP,"Audio Array AI-10 Professional Live Soundcard|1Ch Mixer |Bluetooth | 3 Condenser Mic Inputs, 2 mobilephones & PC/Mac Outputs | +48V phantom power, 4 Voice Modes, Denoise, built-in FX | Gaming, Karaoke","2,000",34,0.81%,0.78%,"3,280",44,1.01%,0.74%,22.65%,47.62%,10,1,0.50%,2.94%,"₹28,341.00","₹3,149.00",10,1
B0FN4HDM6Z,B0FN4HDM6Z,"White Mulberry Premium Full Motion TV Wall Mount Bracket for 23-65Inch |35kg| LED/LCD/OLED/Smart & Curved TV’s, Universal Heavy Duty Wall Mount Stand with Swivel, Tilt",596,41,0.24%,0.95%,813,56,0.25%,0.94%,100.00%,100.00%,10,0,1.68%,0.00%,"₹20,441.00",₹0.00,10,0
B0DFCG2VGS,B0DFCG2VGS,"Nexlev Multi Purpose Electric Food Kettle|1.8L Stainless Steel Pot| 600W|Boil, Steam, Fry, Saute| Double Layered Body|2 Heat Settings|Multi Function for Water, Milk, Egg, Soup, Noodles|KE-01","1,288",17,0.52%,0.39%,"1,865",24,0.58%,0.40%,44.97%,30.77%,9,0,0.70%,0.00%,"₹13,761.00",₹0.00,9,0
B0CBCB82MT,B0CBCB82MT,"Audio Array AM-C39 XLR to 3.5mm Condenser Microphone Kit | Tripod, 2M Cable & Foam Filter | Compatible with Audio Interface, Mixer | Recording, Podcast, Streaming, Home Studio (Black)",490,9,0.20%,0.21%,679,14,0.21%,0.23%,85.26%,37.50%,8,0,1.63%,0.00%,"₹13,842.00",₹0.00,8,0
B0D383WQPB,B0D383WQPB,NexLev Foldable Garment Steamer for Home & Travel | Convenient Vertical Steaming | 1200W | 120 ml | Lightweight & Compact | 30s Fast Heating | Iron for all Cloth Types | 2 M cord | Anti Spill | GS-05,"2,077",48,0.84%,1.11%,"2,854",74,0.88%,1.24%,19.51%,24.14%,8,0,0.39%,0.00%,"₹15,212.00",₹0.00,8,0
B0D2LHNS9B,B0D2LHNS9B,"NexLev Foot Callus Remover | Electric Scrubber & Shaver for Dead, Hard & Cracked Skin | Professional Pedicure at Home | Waterproof | Type C | 3 Crystal Quartz Heads | For Men and Women| CR-01",129,0,0.05%,0.00%,181,0,0.06%,0.00%,85.26%,0.00%,7,0,5.43%,0.00%,"₹4,134.00",₹0.00,7,0
B0D63DTKQB,B0D63DTKQB,NexLev 2 in 1 Scalp Massager & red Light Therapy |LED Massage Comb for Hair Growth | 96 Tangle Free Silicone Kneading Nodes | Hand Like Head Massage | 120 Min Runtime | Type C | Washable Heads | HM-02,373,8,0.15%,0.18%,507,11,0.16%,0.18%,94.75%,100.00%,7,0,1.88%,0.00%,"₹8,514.00",₹0.00,7,0
B0DXFPM4N2,B0DXFPM4N2,"Audio Array AM-S1 BT v5.3 |Professional 4"" Studio Monitor Speaker Pair| 60W Class D Amplification,Woven Composite Woofer,1"" Silk-Dome Tweeter,EQ Controls|Music/Monitor Mode, Aux, HDMI, USB C, TRS, RCA","7,280",180,2.93%,4.15%,"10,316",227,3.19%,3.80%,14.93%,19.55%,7,0,0.10%,0.00%,"₹34,196.00",₹0.00,7,0
B0FHVWHQHR,B0FHVWHQHR,"White Mulberry Fixed TV Wall Mount Bracket for 37–86 Inch LED, LCD & Curved TVs | Heavy Duty Steel Frame, 45kg Max Load, VESA 50x50 to 600x400mm Max, Built-in Bubble Level, 1 Year Warranty",115,5,0.05%,0.12%,157,5,0.05%,0.08%,100.00%,100.00%,7,0,6.09%,0.00%,"₹4,777.00",₹0.00,7,0
B0DVC7VJP1,B0DVC7VJP1,"NexLev Stand Mixer |5.5L SS Bowl | 1500W |10 Speeds | Pulse Function |Planetary Rotation | Whisk, Beater & Dough Hook|100% Copper Motor | For Roti & Cookie Dough, Cake Making, Whip Cream & more |ST-01","1,842",20,0.74%,0.46%,"2,513",28,0.78%,0.47%,71.00%,53.33%,6,0,0.33%,0.00%,"₹35,994.00",₹0.00,6,0
B0FN4FPJ83,B0FN4FPJ83,"White Mulberry POS Machine Stand Universal Credit Card Machine Stand – 360° Swivel & +45°/-45° Tilt |Fits 2.8""-4.3"" Devices, 6.5"" Panel Size| Heavy-Duty Steel & Bolt-Down Mount with Cable Management",176,12,0.07%,0.28%,226,14,0.07%,0.23%,100.00%,100.00%,9,1,5.11%,8.33%,"₹17,891.00","₹1,999.00",6,1
B09CLKBXS4,B09CLKBXS4,Nektar Impact GX Mini 25 Velocity-sensitive Mini Keys Portable USB Midi Controller,709,6,0.29%,0.14%,961,6,0.30%,0.10%,99.89%,100.00%,5,0,0.71%,0.00%,"₹24,745.00",₹0.00,5,0
B0DP2Z5DQ9,B0DP2Z5DQ9,"White Mulberry 10-Step Height Adjustable Single Screen Monitor Stand for 17-32 Inch Monitor, 8 kg Load, VESA 75x75/100x100, DIY Installation (Black)",311,14,0.13%,0.32%,398,16,0.12%,0.27%,98.55%,42.86%,5,0,1.61%,0.00%,"₹13,995.00",₹0.00,5,0
B0D3M1B4Z8,B0D3M1B4Z8,"Audio Array AM-C46 Professional RGB USB Condenser Microphone Kit | Noise-Cancellation, Mute, Monitoring & Volume Controls | 192kHz/24bit Studio Quality | Gaming, Streaming, Podcast | Mac/PC/Mobile","3,430",72,1.38%,1.66%,"4,850",104,1.50%,1.74%,4.33%,5.77%,4,0,0.12%,0.00%,"₹14,796.00",₹0.00,4,0
B0D672NXC8,B0D672NXC8,"Nexlev SWIPE Steam Cleaner | 3.5 Bar Strong Steam|Multipurpose Steam Cleaner for Car, Kitchen, Bathroom, Floor, Window, Glass, Upholstery| 8 Accessories Kit|Safety Lock| Large 700ML Water Tank | SC-03",671,18,0.27%,0.42%,"1,013",25,0.31%,0.42%,55.49%,38.46%,4,0,0.60%,0.00%,"₹27,996.00",₹0.00,4,0
B0DFCDZWND,B0DFCDZWND,NexLev Cordless Electric Heating Pad| Period Cramp & Back Pain Relief Massager | 9 modes| Menstrual Cramp Relief|Type C| Crampfree Periods | Portable | Gift for Women| Strap upto 40 Inch |Purple CM-02,163,3,0.07%,0.07%,206,6,0.06%,0.10%,59.18%,20.00%,4,0,2.45%,0.00%,"₹5,596.00",₹0.00,4,0
B0DM66B2DW,B0DM66B2DW,"NexLev Knee Massager for Joint Pain Relief |Controlled Vibration & Heating for Arthritis, Knee, Shoulder or Elbow pain | 15 modes |2 Extension Belt |Graphene Heating pad for Consistent Heating | KM-01",736,22,0.30%,0.51%,"1,089",31,0.34%,0.52%,14.52%,11.11%,4,0,0.54%,0.00%,"₹6,376.00",₹0.00,4,0
B0DNJS23HS,B0DNJS23HS,NexLev 10 in 1 Steam Cleaner & Mop|2 Steam Modes| Mopping & Deep Cleaning Home Car Sofa Bathroom Kitchen & Office |For All Surfaces|350ML|Chemical Free Cleaning | Detachable & Foldable|SC-04,"6,032",61,2.43%,1.41%,"7,949",80,2.46%,1.34%,24.09%,27.03%,4,0,0.07%,0.00%,"₹17,397.00",₹0.00,4,0
B0DP2WC5VW,B0DP2WC5VW,White Mulberry |DIY| Wall Mounted Monitor Stand Mount | Supports 15-32 Inch Screens| 9 Kg Screen Load | VESA 75X75 & 100X100 | Spring Assisted Wall Mounted Monitor Mount | Black - (Single Screen),"1,242",77,0.50%,1.78%,"1,784",115,0.55%,1.93%,9.96%,8.24%,4,0,0.32%,0.00%,"₹11,996.00",₹0.00,4,0
B0FSF1N457,B0FSF1N457,NeLev Mini Electric Chopper | 3D Stainless Steel Blade | Food Grade Bowl | for Mincing Garlic Ginger Onion Vegetable Meat Nuts | 250 ml | One Touch Operation | MC-01,452,10,0.18%,0.23%,619,10,0.19%,0.17%,8.26%,37.50%,4,0,0.88%,0.00%,"₹2,240.00",₹0.00,4,0
B09LCDJMS5,B09LCDJMS5,"Audio Interface-Podcast Equipment-MAONO-MaonoCaster-All in One - Portable Podcast production Studio with premium mic preamp for Podcast Recording, Streaming, Youtube, DJ, PC, Smartphone (AME2)",47,0,0.02%,0.00%,105,0,0.03%,0.00%,81.11%,0.00%,3,0,6.38%,0.00%,"₹20,997.00",₹0.00,3,0
B0B4JRQP22,B0B4JRQP22,"Audio Array AA-02 3-Panel Curved Isolation Shield with Insulation, Absorption & Reflection Filter | 3/8"" and 5/8"" Universal Mic Mount for Recording Studio, Podcasts, Singing & Broadcasting","10,605",182,4.27%,4.20%,"11,681",205,3.61%,3.43%,32.42%,0.85%,3,0,0.03%,0.00%,"₹5,398.00",₹0.00,3,0
B0DFD123P5,B0DFD123P5,"Nexlev MultiPurpose Electric Food Kettle|1.5 L Ceramic Pot | 600W| Boil, Steam, Fry, Saute| Double Layered Body| 2 Temperature Settings| Multi Cooker for Water, Egg, Tea, Soup, Noodles, Rice| KE-02","2,764",30,1.11%,0.69%,"4,094",36,1.27%,0.60%,1.70%,4.76%,3,0,0.11%,0.00%,"₹3,203.00",₹0.00,3,0
B0FT8R24QM,B0FT8R24QM,"NexLev Lint Remover | for Woolen Sweaters Shirts Socks Jackets Suede Leggings Curtains & Carpets |Fabric Brush | Pill, Rue & Burr Remover | Battery Powered| Stainless Steel Blade |Safety Lock | LR-03",342,10,0.14%,0.23%,516,14,0.16%,0.23%,20.40%,36.36%,3,0,0.88%,0.00%,"₹1,077.00",₹0.00,3,0
B0BTCXQQ6M,B0BTCXQQ6M,"TONOR Gaming Mic, USB Microphone for PC Computer, Cardioid Condenser Mic with Adjustable RGB Modes & Brightness, Quick Mute, Gain Control, for Streaming, Podcasting, Recording, PS4/5 Desktop TC310",566,11,0.23%,0.25%,857,16,0.26%,0.27%,10.21%,0.00%,2,0,0.35%,0.00%,"₹4,662.00",₹0.00,2,0
B0CQX9ZZMH,B0CQX9ZZMH,NexLev Handheld Garment Steamer |1800 Watts | 25 g/min | 300 ML | Vertical & Horizontal Ironing for Silk Velvet & | Damage Free Steam for all Cloth Types | 25sec quick heat | 3 Brushes | GS-04,74,3,0.03%,0.07%,93,3,0.03%,0.05%,28.57%,0.00%,2,0,2.70%,0.00%,"₹2,419.00",₹0.00,2,0
B0DFMNGFTD,B0DFMNGFTD,"Audio Array AM-W36 UHF Dual Wireless Premium Metal Microphone with Charging | 2X XLR Outs & 1/4"" Mix Out | 328ft/100M Range | Karaoke Singing, Wedding, Events | PA System, Amplifier, Mixer, Party Box","2,042",34,0.82%,0.78%,"2,578",52,0.80%,0.87%,11.37%,20.00%,3,0,0.15%,0.00%,"₹17,247.00",₹0.00,2,0
B0DNJP9T35,B0DNJP9T35,"NexLev Spin Scrubber|6 Scrubbing Heads| For Kitchen, Bathroom, Tub, Glass | Complete cleaning tool for Home, Office & Car| 90 min runtime | 2600 mAh | Cordless Type C | 2 Modes|Adjustable Handle|SS-02",330,11,0.13%,0.25%,439,14,0.14%,0.23%,52.43%,22.22%,2,0,0.61%,0.00%,"₹4,248.00",₹0.00,2,0
B0F29SZCVF,B0F29SZCVF,"NexLev Knee Massager for Joint Pain Relief |Controlled Vibration & Heating for Arthritis, Knee, Shoulder or Elbow pain | 15 modes |2 Extension Belt |Graphene Heating pad for Consistent Heating | KM-01",203,11,0.08%,0.25%,294,18,0.09%,0.30%,9.68%,0.00%,2,0,0.99%,0.00%,"₹3,188.00",₹0.00,2,0
B00KIXUYK0,B00KIXUYK0,Nektar NP-2 Universal Sustain Pedal,15,0,0.01%,0.00%,21,0,0.01%,0.00%,15.79%,0.00%,1,0,6.67%,0.00%,"₹2,400.00",₹0.00,1,0
B089FVQD3Z,B089FVQD3Z,"Microphone Stand Extension Arm, TONOR Studio Suspension Scissor Boom Arm with Pop Filter, 3/8"" to 5/8"" Adapter, Mic Clip, Upgraded Heavy Duty Clamp for Blue Yeti Snowball Ice and Other Mics(T30)",64,2,0.03%,0.05%,73,2,0.02%,0.03%,4.23%,0.00%,1,0,1.56%,0.00%,"₹3,073.00",₹0.00,1,0
B08SJZK21C,B08SJZK21C,"Audient EVO Start Recording Bundle with EVO 4 Audio Interface, Condenser Microphone, Headphones, Shock Mount & XLR Cable",284,5,0.11%,0.12%,324,6,0.10%,0.10%,6.49%,0.00%,1,0,0.35%,0.00%,"₹23,990.00",₹0.00,1,0
B0B38RKJJT,B0B38RKJJT,"Audient iD44 MKii 20-in/24-out USB-C Audio Interface with 24-bit/96kHz Resolution, 4 Mic Preamps, 2 Instrument Inputs, 16-channel ADAT I/O, DSP Mixer, and 2 Headphone Outputs",172,4,0.07%,0.09%,201,5,0.06%,0.08%,99.47%,100.00%,1,0,0.58%,0.00%,"₹62,900.00",₹0.00,1,0
B0B4G59Y8W,B0B4G59Y8W,"Audio Array AM-W13 UHF Wireless Premium Metal Microphone | 4+ Hours Receiver Battery Backup | Range up to 60m | Karaoke Singing, Wedding, DJ | Compatible with PA System, Amplifier, Mixer, Party Box",304,16,0.12%,0.37%,447,26,0.14%,0.44%,48.77%,55.56%,1,0,0.33%,0.00%,"₹2,013.00",₹0.00,1,0
B0B4G89VQJ,B0B4G89VQJ,"Audio Array AM-W10 Professional Dual Wireless Lapel Mics | Upto 10hr Battery & 100m Range | 2X Lapel mics, Type C Adapter for Easy Plug&Play | Volume & Mute Function | Vlogging, Streaming, YouTube",136,5,0.05%,0.12%,186,7,0.06%,0.12%,24.71%,14.29%,1,0,0.74%,0.00%,"₹3,919.00",₹0.00,1,0
B0B4G8PH2P,B0B4G8PH2P,"Audio Array AA-01 Suspension Boom Scissor Microphone Stand | Double Layer Mesh Pop Filter | 70cm Sturdy Boom Arm with 1.8kg Capacity | 5/8"" to 3/8"" Screw Adapter | Mic Holder, Foam Cover, Cable Ties",190,9,0.08%,0.21%,249,17,0.08%,0.28%,4.21%,0.00%,1,0,0.53%,0.00%,"₹2,299.00",₹0.00,1,0
B0B4KC7VBM,B0B4KC7VBM,"Audio Array AM-C5 USB Plug & Play Conference Mic for Mac OS & Windows | Conference, Recording, Skype, Online Class with Range Upto 5M | One Touch Mute Button & Light Indicator (NOT A Speaker)",475,42,0.19%,0.97%,630,54,0.19%,0.90%,3.95%,0.00%,1,0,0.21%,0.00%,"₹2,445.00",₹0.00,1,0
B0BPLWW72Y,B0BPLWW72Y,Audio Array AM-C28 USB Plug & Play Conference Microphone | Omni Directional Pickup Upto 3M | Mic Mute Button | No Drivers Condenser USB Type-C | Ideal for Meetings & Video Calling (Not a Speaker),661,43,0.27%,0.99%,886,58,0.27%,0.97%,1.50%,3.77%,1,1,0.15%,2.33%,"₹1,642.00","₹1,642.00",1,1
B0BYHHSLPC,B0BYHHSLPC,"TONOR TC777 Pro Gaming USB Microphone for PC, RGB Condenser Computer Mic with Tripod Stand, Quick Mute, Gain Control, for Gaming, Streaming, Podcasting, Recording, Cardioid Mic Kit for Laptop/PS4/PS5",377,9,0.15%,0.21%,543,16,0.17%,0.27%,3.90%,0.00%,1,0,0.27%,0.00%,"₹2,119.00",₹0.00,1,0
B0CBC7QMNV,B0CBC7QMNV,"Audio Array AM-C11X XLR Dynamic Microphone | Studio-quality Audio Output | Cardioid Polar Pattern | Premium Metal Build | 2 Meter XLR cable | for Streaming, Gaming, Podcasting, Singing | 2 Yr Warranty",385,8,0.16%,0.18%,555,8,0.17%,0.13%,3.19%,0.00%,1,0,0.26%,0.00%,"₹3,749.00",₹0.00,1,0
B0CF5SHL15,B0CF5SHL15,"Audio Array AA-22 Desktop Mount Speaker Stands | 15KG Capacity | Height, Tilt & Rotation Adjustable | Smart Cable Management | for Sound Editing, Gaming, Music Production | Red (Set of 2)",934,23,0.38%,0.53%,"1,071",26,0.33%,0.44%,0.40%,0.00%,1,0,0.11%,0.00%,₹0.00,₹0.00,1,0
B0CM9L1QZG,B0CM9L1QZG,"Audio Array AM-W16 Solo Wireless Lapel Over Ear Mic|in-Built ANC,Plug N Play,LongBattery Life,Ultra-Low Latency,Upto 30M Range|Compatible with iPhone&Android|Vlogging,Streaming,Teaching,YouTube,Black",320,6,0.13%,0.14%,463,11,0.14%,0.18%,11.00%,66.67%,1,0,0.31%,0.00%,"₹1,399.00",₹0.00,1,0
B0CQX3VB1R,B0CQX3VB1R,"TONOR Dynamic USB/Type-C Microphone for PC, RGB Podcast Computer Gaming Microphone with Arm Stand for Recording, Live, Streaming, YouTube, Vocals, Studio, Karaoke Microphone, Quick Mute Button, Black",238,5,0.10%,0.12%,379,7,0.12%,0.12%,3.33%,0.00%,1,0,0.42%,0.00%,"₹1,899.00",₹0.00,1,0
B0CQX4K9P5,B0CQX4K9P5,"TONOR USB Dynamic Microphone for Podcast Gaming Mic with RGB for Recording, Live Streaming, YouTube, Singing, Studio, Tiktok Microfono with Quick Mute& Stand Compatible with PC/Cellphone TypeC",95,5,0.04%,0.12%,185,24,0.06%,0.40%,37.58%,0.00%,1,0,1.05%,0.00%,"₹1,699.00",₹0.00,1,0
B0CSCT63BL,B0CSCT63BL,"TONOR TM310 USB Conference Microphone for Laptop, Adjustable Computer PC Mic with Mute Button & LED Indicator for Video Call Meeting, Mic for Desktop Zoom Skype YouTube, Plug-Play for MacOS Windows",246,15,0.10%,0.35%,306,22,0.09%,0.37%,34.20%,44.44%,1,0,0.41%,0.00%,"₹3,179.00",₹0.00,1,0
B0CYHMB8LR,B0CYHMB8LR,"Lewitt RAY Microphone with Autofocus for Your Voice - Mute by Distance and Mute Button - for Podcasts, Streaming, Content and Music in Studio Quality - 1"" Studio Condenser Capsule",11,0,0.00%,0.00%,12,0,0.00%,0.00%,81.82%,0.00%,1,0,9.09%,0.00%,"₹29,990.00",₹0.00,1,0
B0D2P7WLJB,B0D2P7WLJB,NexLev Smart Electric Toothbrush for Adults | 2 Min Timer with Quadpacer | 2 Replaceable Heads | AAA Battery Powered | 2 Cleaning Modes | Upto 60 Days | Waterproof | Travel Case | Soft Bristles | ET-02 Green,329,7,0.13%,0.16%,439,7,0.14%,0.12%,8.90%,20.00%,1,0,0.30%,0.00%,₹311.00,₹0.00,1,0
B0DCK3N2JJ,B0DCK3N2JJ,"NexLev Ionic Cordless Hair Straightener Brush | 60min Runtime | upto 200° Heating | Portable & Type C Rechargeable | Keratin Bristles |Straight, Frizz Free & Shiny Hair | Compact Comb Design | HSB-04","10,817",40,4.36%,0.92%,"12,867",58,3.98%,0.97%,3.10%,0.00%,1,0,0.01%,0.00%,"₹2,499.00",₹0.00,1,0
B0DCK7J87D,B0DCK7J87D,NexLev Cordless Spin Mop|50 Min Runtime|2 Extra Mop Pads | Type C | For Home Kitchen & Office Use | Water Spray Function|Self Propelling|Mopping for All Floor Types|LED for Corners and Underbed|SPM-01,205,4,0.08%,0.09%,278,4,0.09%,0.07%,99.17%,100.00%,1,0,0.49%,0.00%,₹0.00,₹0.00,1,0
