(Parent) ASIN,(Child) ASIN,Title,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer Percentage,Featured Offer Percentage - B2B,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
B0DB5W4TCP,B0DB5W4TCP,White Mulberry |DIY| Height Adjustable Monitor Arm | Desk Mounted Stand for 15-32 Inch Monitor | 10Kg Screen Load | VESA 75X75 & 100X100 | Adjustable Metal Desk Monitor Mount - (Single Screen),564,26,0.25%,0.61%,776,26,0.26%,0.45%,96.29%,4.35%,11,0,1.95%,0.00%,"₹18,139.00",₹0.00,11,0
B0979PJSCV,B0979PJSCV,Nektar SE61 61-Key Full-Size Velocity-Sensitive USB Midi Keyboard Controller with Nektar DAW Integration and Free Professional Recording Software,881,16,0.39%,0.38%,"1,265",37,0.42%,0.63%,100.00%,100.00%,12,4,1.36%,25.00%,"₹1,25,880.00","₹41,960.00",10,2
B0D2LHNS9B,B0D2LHNS9B,"NexLev Foot Callus Remover | Electric Scrubber & Shaver for Dead, Hard & Cracked Skin | Professional Pedicure at Home | Waterproof | Type C | 3 Crystal Quartz Heads | For Men and Women| CR-01",112,1,0.05%,0.02%,156,1,0.05%,0.02%,65.19%,0.00%,9,0,8.04%,0.00%,"₹4,823.00",₹0.00,9,0
B0FHVWHQHR,B0FHVWHQHR,"White Mulberry Fixed TV Wall Mount Bracket for 37–86 Inch LED, LCD & Curved TVs | Heavy Duty Steel Frame, 45kg Max Load, VESA 50x50 to 600x400mm Max, Built-in Bubble Level, 1 Year Warranty",146,8,0.06%,0.19%,218,13,0.07%,0.22%,99.49%,100.00%,9,0,6.16%,0.00%,"₹6,792.00",₹0.00,9,0
B0FN4GQ9HT,B0FN4GQ9HT,"White Mulberry Tilt TV Wall Mount Bracket for 13–43 Inch Flat Screen TVs, Low Profile Slim Design, Heavy-Duty Steel, VESA 75x75 to 200x200, Supports up to 99 lbs (45kg), Built-in Bubble Level",330,15,0.15%,0.35%,434,17,0.14%,0.29%,99.75%,100.00%,8,1,2.42%,6.67%,"₹6,792.00",₹849.00,8,1
B0FT8R24QM,B0FT8R24QM,"NexLev Lint Remover | for Woolen Sweaters Shirts Socks Jackets Suede Leggings Curtains & Carpets |Fabric Brush | Pill, Rue & Burr Remover | Battery Powered| Stainless Steel Blade |Safety Lock | LR-03",287,3,0.13%,0.07%,430,3,0.14%,0.05%,63.54%,0.00%,8,0,2.79%,0.00%,"₹3,137.00",₹0.00,8,0
B0CS3K2S7X,B0CS3K2S7X,"MAONO USB Audio interface for PC with 60 dB Pro-preamp, 24bit/192kHz, Dual USB interface for PC&Smartphone, Routing Software for Home Recording, Music Production, Guitar, Podcast, Streaming(PS22)",294,2,0.13%,0.05%,451,2,0.15%,0.03%,92.67%,100.00%,7,0,2.38%,0.00%,"₹38,493.00",₹0.00,7,0
B0D2P5TGWK,B0D2P5TGWK,NexLev Smart Electric Toothbrush for Adults | 2-Min Timer with Quadpacer | 2 Replaceable Heads | AAA Battery | 3 Cleaning Modes | Upto 60 Days | Waterproof | Travel Case | Soft Bristles | ET-01 Black,678,5,0.30%,0.12%,934,10,0.31%,0.17%,25.00%,0.00%,7,0,1.03%,0.00%,"₹2,157.00",₹0.00,7,0
B0DKK15YNJ,B0DKK15YNJ,NexLev Oil Applicator Comb|Red Led Light Therapy |Boost Hair Growth| Reduce Dandruff | Relieve Stress |High Vibration Corded Electric Scalp/Head Massager | 6 ML Oil Tank | 2 Hr Run-Time| Type-C|EA-02,"1,466",37,0.65%,0.87%,"1,912",45,0.64%,0.77%,41.76%,50.00%,7,0,0.48%,0.00%,"₹19,488.00",₹0.00,7,0
B0C8JDHLX9,B0C8JDHLX9,"TONOR T10 Microphone Boom Arm, Adjustable Microfono Stand Mic Arm with Extra-Large Pop Filter for HyperX Quadcast Blue Yeti Shure SM7B Rode Razer Seiren Mini SoloCast Elgato Wave, Recording Equipment",145,7,0.06%,0.16%,208,10,0.07%,0.17%,53.76%,33.33%,6,0,4.14%,0.00%,"₹10,194.00",₹0.00,6,0
B0D63DTKQB,B0D63DTKQB,NexLev 2 in 1 Scalp Massager & red Light Therapy |LED Massage Comb for Hair Growth | 96 Tangle Free Silicone Kneading Nodes | Hand Like Head Massage | 120 Min Runtime | Type C | Washable Heads | HM-02,286,3,0.13%,0.07%,387,4,0.13%,0.07%,90.14%,0.00%,6,0,2.10%,0.00%,"₹7,095.00",₹0.00,6,0
B0DCK3N2JJ,B0DCK3N2JJ,"NexLev Ionic Cordless Hair Straightener Brush | 60min Runtime | upto 200° Heating | Portable & Type C Rechargeable | Keratin Bristles |Straight, Frizz Free & Shiny Hair | Compact Comb Design | HSB-04","7,951",33,3.54%,0.78%,"10,183",39,3.40%,0.67%,16.17%,5.26%,6,0,0.08%,0.00%,"₹14,994.00",₹0.00,6,0
B0DKJXRXKM,B0DKJXRXKM,NexLev Blackhead & Whitehead Remover Tool | Rechargeable |1Hr Use| Acne & Pimple Pore Cleaner | 6 Heads | Electric Derma Suction Machine | Hydra Facial Cleanser Device for Face |For Men & Women |BR-01,"1,791",38,0.80%,0.89%,"2,478",66,0.83%,1.13%,3.59%,2.56%,6,0,0.34%,0.00%,"₹6,396.00",₹0.00,6,0
B0DNJS23HS,B0DNJS23HS,NexLev 10 in 1 Steam Cleaner & Mop|2 Steam Modes| Mopping & Deep Cleaning Home Car Sofa Bathroom Kitchen & Office |For All Surfaces|350ML|Chemical Free Cleaning | Detachable & Foldable|SC-04,"7,843",102,3.49%,2.40%,"10,462",141,3.49%,2.41%,23.46%,21.05%,6,0,0.08%,0.00%,"₹35,218.00",₹0.00,6,0
B0DQ8W1RBV,B0DQ8W1RBV,"NexLev Ionic Hot Air Brush | 3 in 1 Blow Dryer, Straightener, Volumizer & Styler | 360° Airflow Vents | Ceramic Tourmaline Coated Brushing Head | Tangle Free Bristle |3 Speed & 2 Heat Settings|V-01RG",860,5,0.38%,0.12%,"1,242",11,0.41%,0.19%,40.29%,0.00%,6,0,0.70%,0.00%,"₹8,994.00",₹0.00,6,0
B0DVC58QPZ,B0DVC58QPZ,NexLev Smart Air Purifier | Home Room & Office Use upto 220 sq ft |True HEPA 13 Filter | Eliminate 99.99% Virus Dust Smoke Odor Pollen Allergens & Pollutants | Long Filter Life |3 Year Warranty |AP220,"1,695",79,0.75%,1.86%,"2,440",117,0.81%,2.00%,31.59%,30.16%,6,0,0.35%,0.00%,"₹27,894.00",₹0.00,6,0
B0FN4HDM6Z,B0FN4HDM6Z,"White Mulberry Premium Full Motion TV Wall Mount Bracket for 23-65Inch |35kg| LED/LCD/OLED/Smart & Curved TV’s, Universal Heavy Duty Wall Mount Stand with Swivel, Tilt",440,25,0.20%,0.59%,605,29,0.20%,0.50%,100.00%,100.00%,6,2,1.36%,8.00%,"₹11,495.00","₹4,598.00",6,2
B0B4JRQP22,B0B4JRQP22,"Audio Array AA-02 3-Panel Curved Isolation Shield with Insulation, Absorption & Reflection Filter | 3/8"" and 5/8"" Universal Mic Mount for Recording Studio, Podcasts, Singing & Broadcasting","3,410",49,1.52%,1.15%,"4,085",59,1.36%,1.01%,60.60%,0.00%,5,0,0.15%,0.00%,"₹12,495.00",₹0.00,5,0
B0CYSLCRQS,B0CYSLCRQS,"nexlev Mattress, Sofa & Carpet Vacuum Cleaner | for Dust Mites, Allergens & Pet Hair | 4 Step Cleansing with Double Beat, UV Light, Dehumidification & Vacuum | HEPA captures 99.99% Dust|MR-01","46,754",814,20.80%,19.15%,"56,386","1,001",18.80%,17.14%,2.43%,1.08%,5,0,0.01%,0.00%,"₹14,995.00",₹0.00,5,0
B0D9KDQCCM,B0D9KDQCCM,Nexlev Portable Sewing Machine| 2 Speed Settings| Cordless| Battery operated| USB Type C cord for Plug-in| Quick Fix DIY|Portable & Compact| for all Fabrics| 1 Year Warranty| White,"1,208",27,0.54%,0.64%,"1,688",45,0.56%,0.77%,20.65%,16.67%,5,1,0.41%,3.70%,"₹6,050.00","₹1,210.00",5,1
B0D9KFP4MG,B0D9KFP4MG,NexLev Ionic Hair Straightener Brush |Frizz-Free Straightening upto 12 H |Ceramic Tourmaline Coated| 60mm Wide Brush | 130-210° |Keratin Bristles| Thermo Protect Technology |No Scalp Burn|1500W|HSB-03,697,7,0.31%,0.16%,927,9,0.31%,0.15%,63.90%,0.00%,5,0,0.72%,0.00%,"₹9,495.00",₹0.00,5,0
B0DP2WC5VW,B0DP2WC5VW,White Mulberry |DIY| Wall Mounted Monitor Stand Mount | Supports 15-32 Inch Screens| 9 Kg Screen Load | VESA 75X75 & 100X100 | Spring Assisted Wall Mounted Monitor Mount | Black - (Single Screen),"1,130",79,0.50%,1.86%,"1,542",121,0.51%,2.07%,9.96%,1.41%,6,0,0.53%,0.00%,"₹14,545.00",₹0.00,5,0
B0DRD8J8R5,B0DRD8J8R5,nexlev Handheld Vacuum Cleaner| 600 W | 17.5 Kpa Suction | 5 M Cord | Lightweight | Washable Hepa Filter and Dust Container| 4 Attachments | Compact Size | Home & Office Use| VC-06,725,12,0.32%,0.28%,838,16,0.28%,0.27%,64.93%,30.00%,5,0,0.69%,0.00%,"₹6,995.00",₹0.00,5,0
B0FN81FD8M,B0FN81FD8M,"White Mulberry Premium Heavy-Duty Gas Spring Monitor Arm for 24-57Inch Flat & Curved Screens| Height Adjustable |27Kg|VESA 75x75, 200x200mm Single Screen Mount with Swivel, Tilt, Rotation",155,10,0.07%,0.24%,238,14,0.08%,0.24%,100.00%,100.00%,5,0,3.23%,0.00%,"₹31,960.00",₹0.00,5,0
B089C2L66M,B089C2L66M,"Lewitt LCT 240 PRO Condenser Microphone Shock Mount, Magnetic Pop Filter and Windscreen, Black (Vocal Set)",564,10,0.25%,0.24%,712,12,0.24%,0.21%,100.00%,100.00%,4,0,0.71%,0.00%,"₹53,960.00",₹0.00,4,0
B0CDPP45BM,B0CDPP45BM,"NexLev Steam Cleaner | For Complete Home Kitchen Bathroom Car Sofa & Office Cleaning Machine | 9 Accessories |300 ML | Window Pane, Sink, Chimney Grease, Water Stain Cleaner| 4 Mtr Cord | 1000W |SC-01","9,340",166,4.15%,3.91%,"12,541",229,4.18%,3.92%,1.04%,0.00%,4,0,0.04%,0.00%,"₹14,436.00",₹0.00,4,0
B0D2P7WLJB,B0D2P7WLJB,NexLev Smart Electric Toothbrush for Adults | 2 Min Timer with Quadpacer | 2 Replaceable Heads | AAA Battery Powered | 2 Cleaning Modes | Upto 60 Days | Waterproof | Travel Case | Soft Bristles | ET-02 Green,416,8,0.19%,0.19%,571,13,0.19%,0.22%,42.89%,20.00%,4,0,0.96%,0.00%,"₹1,196.00",₹0.00,4,0
B0DP32F346,B0DP32F346,White Mulberry |DIY| Woodcraft - Premium Wooden Arm | Desk Mounted Monitor arm 15-32 Inch Monitor|9Kg Screen Capacity|Spring Assisted Premium Wooden Metal Desk Mount-(Single Screen),355,41,0.16%,0.96%,510,63,0.17%,1.08%,82.88%,0.00%,4,0,1.13%,0.00%,"₹12,360.00",₹0.00,4,0
B0F43P6D23,B0F43P6D23,NexLev Steam Cleaner | Complete Home Kitchen Floor Bathroom Car & Office Cleaning machine | 9 Accessories | 450 ML | Window Pane Sink Grime Chimney Grease Water Stain Cleaner| 4 M Cord |1050W |SC-05,"1,477",34,0.66%,0.80%,"1,973",39,0.66%,0.67%,59.89%,40.00%,4,0,0.27%,0.00%,"₹11,804.00",₹0.00,4,0
B01MF9EJPG,B01MF9EJPG,Nektar SE49 49-Key Full-Size Velocity-Sensitive USB Midi Keyboard Controller with Nektar DAW Integration and Free Professional Recording Software,339,3,0.15%,0.07%,507,4,0.17%,0.07%,100.00%,66.67%,3,0,0.88%,0.00%,"₹28,470.00",₹0.00,3,0
B0BRKDLXCD,B0BRKDLXCD,"RGB Boom Arm, TONOR Adjustable Mic Stand with RGB Light for HyperX QuadCast/Blue Yeti/Shure SM7B/Rode NT1, Rotatable Suspension Boom Scissor Stand for Gaming Streaming Podcasting YouTube Recording T90",155,6,0.07%,0.14%,219,9,0.07%,0.15%,100.00%,100.00%,3,0,1.94%,0.00%,"₹11,997.00",₹0.00,3,0
B0BZPDH6GM,B0BZPDH6GM,"MAONO XLR/USB Podcast Microphone, PC Dynamic Microphone for Recording, Streaming, Gaming & Voice-Over, Metal Mic with Software, Tap-to-Mute, Headphone Jack, Gain Knob &",90,0,0.04%,0.00%,190,0,0.06%,0.00%,84.71%,0.00%,3,0,3.33%,0.00%,"₹11,697.00",₹0.00,3,0
B0D9KFZYG8,B0D9KFZYG8,"NexLev Steamer For Cold & Cough| Face Steam,Inhaler & Vaporizer | Perfect for Facial & Aromatherapy | Nano Ionic Steam | Uv Sterilization | Aroma Diffuser|30 Sec Heating|Avoid Burns & Spillage | FS-01","2,356",31,1.05%,0.73%,"2,867",36,0.96%,0.62%,10.92%,15.00%,3,0,0.13%,0.00%,"₹3,499.00",₹0.00,3,0
B0DFCG2VGS,B0DFCG2VGS,"Nexlev Multi Purpose Electric Food Kettle|1.8L Stainless Steel Pot| 600W|Boil, Steam, Fry, Saute| Double Layered Body|2 Heat Settings|Multi Function for Water, Milk, Egg, Soup, Noodles|KE-01","1,274",25,0.57%,0.59%,"1,892",48,0.63%,0.82%,11.32%,0.00%,3,0,0.24%,0.00%,"₹5,247.00",₹0.00,3,0
B0FN4FPJ83,B0FN4FPJ83,"White Mulberry POS Machine Stand Universal Credit Card Machine Stand – 360° Swivel & +45°/-45° Tilt |Fits 2.8""-4.3"" Devices, 6.5"" Panel Size| Heavy-Duty Steel & Bolt-Down Mount with Cable Management",48,4,0.02%,0.09%,79,7,0.03%,0.12%,100.00%,100.00%,4,2,8.33%,50.00%,"₹7,996.00","₹3,998.00",3,1
B0FS6TB7CP,B0FS6TB7CP,NexLev Portable Blender for Smoothies Milkshakes Crushing Ice Juices | 6 Leaf Stainless Steel Blade | 3000 mAh Battery | Type C Rechargeable | Mix Fruit Juicer | 450ml | For Kitchen & Travel | PB-01,581,8,0.26%,0.19%,818,12,0.27%,0.21%,66.09%,62.50%,3,0,0.52%,0.00%,"₹6,294.00",₹0.00,3,0
B01EN0G8AI,B01EN0G8AI,Nektar Impact GX49 49-Key Full-Size Velocity-Sensitive USB Midi Keyboard Controller with Nektar DAW Integration and Free Professional Recording Software,225,2,0.10%,0.05%,346,2,0.12%,0.03%,58.65%,0.00%,2,0,0.89%,0.00%,"₹20,980.00",₹0.00,2,0
B01ISNU3X4,B01ISNU3X4,"TONOR Dynamic Karaoke Microphone for Singing with 4.5m XLR Cable, Metal Handheld Mic Compatible with Karaoke Machine/Speaker/Amp/Mixer for Karaoke Singing, Speech, Wedding, Stage and Outdoor Activity","1,737",34,0.77%,0.80%,"2,557",46,0.85%,0.79%,4.81%,0.00%,2,0,0.12%,0.00%,"₹3,390.00",₹0.00,2,0
B09CLKBXS4,B09CLKBXS4,Nektar Impact GX Mini 25 Velocity-sensitive Mini Keys Portable USB Midi Controller,478,8,0.21%,0.19%,628,12,0.21%,0.21%,100.00%,100.00%,2,0,0.42%,0.00%,"₹9,998.00",₹0.00,2,0
B0B4G19R58,B0B4G19R58,"Audio Array AM-C2 XLR Condenser Microphone Kit | Boom Arm, 2M Cable, Pop Filter & Mic Cover | Compatible with Audio Interface, Mixer & preamp | Recording, Podcasting, Streaming, Home Studio (Black)",697,12,0.31%,0.28%,966,17,0.32%,0.29%,3.21%,0.00%,2,0,0.29%,0.00%,"₹3,849.00",₹0.00,2,0
B0CCVBQRFX,B0CCVBQRFX,"TONOR USB/XLR Microphone, Broadcast-Quality Dynamic Studio PC Mic with Boom Arm for Podcasting Recording Gaming Music Streaming Singing Voice-Over Noise Rejection, with 3.5mm Headphones Jack TD510+",39,0,0.02%,0.00%,48,0,0.02%,0.00%,100.00%,0.00%,2,0,5.13%,0.00%,"₹12,398.00",₹0.00,2,0
B0CM6NTWBP,B0CM6NTWBP,"Audio Array AI-10 Professional Live Soundcard|1Ch Mixer |Bluetooth | 3 Condenser Mic Inputs, 2 mobilephones & PC/Mac Outputs | +48V phantom power, 4 Voice Modes, Denoise, built-in FX | Gaming, Karaoke",640,9,0.28%,0.21%,"1,041",14,0.35%,0.24%,12.84%,0.00%,2,0,0.31%,0.00%,"₹6,198.00",₹0.00,2,0
B0CM9HYVDM,B0CM9HYVDM,"Audio Array AM-W18 Wireless Karaoke Speaker with Microphone | Portable Bluetooth Speaker for Singing & Gifting with Voice Changer | Upto 8+ Hours of Playback | Bluetooth v5.3, SD Card & AUX in (Pink)","1,443",35,0.64%,0.82%,"2,041",51,0.68%,0.87%,2.09%,0.00%,2,0,0.14%,0.00%,"₹2,498.00",₹0.00,2,0
B0CQX9ZZMH,B0CQX9ZZMH,NexLev Handheld Garment Steamer |1800 Watts | 25 g/min | 300 ML | Vertical & Horizontal Ironing for Silk Velvet & | Damage Free Steam for all Cloth Types | 25sec quick heat | 3 Brushes | GS-04,64,1,0.03%,0.02%,105,1,0.04%,0.02%,98.85%,100.00%,2,0,3.13%,0.00%,"₹4,398.00",₹0.00,2,0
B0CSCT63BL,B0CSCT63BL,"TONOR TM310 USB Conference Microphone for Laptop, Adjustable Computer PC Mic with Mute Button & LED Indicator for Video Call Meeting, Mic for Desktop Zoom Skype YouTube, Plug-Play for MacOS Windows",181,9,0.08%,0.21%,232,11,0.08%,0.19%,45.69%,0.00%,2,0,1.10%,0.00%,"₹5,998.00",₹0.00,2,0
B0D383WQPB,B0D383WQPB,NexLev Foldable Garment Steamer for Home & Travel | Convenient Vertical Steaming | 1200W | 120 ml | Lightweight & Compact | 30s Fast Heating | Iron for all Cloth Types | 2 M cord | Anti Spill | GS-05,"2,386",61,1.06%,1.44%,"3,045",82,1.02%,1.40%,2.08%,0.00%,2,0,0.08%,0.00%,"₹3,658.00",₹0.00,2,0
B0D672NXC8,B0D672NXC8,"Nexlev SWIPE Steam Cleaner | 3.5 Bar Strong Steam|Multipurpose Steam Cleaner for Car, Kitchen, Bathroom, Floor, Window, Glass, Upholstery| 8 Accessories Kit|Safety Lock| Large 700ML Water Tank | SC-03",338,14,0.15%,0.33%,478,18,0.16%,0.31%,31.88%,30.00%,2,0,0.59%,0.00%,"₹13,998.00",₹0.00,2,0
B0D83Q7L8W,B0D83Q7L8W,"NexLev Ionic Hot Air Brush | 3 in 1 Blow Dryer, Straightener, Volumizer & Styler | 360° Airflow Vents | Ceramic Tourmaline Coated Brushing Head | Tangle Free Bristle |3 Speed & 2 Heat Settings | V-01",516,4,0.23%,0.09%,836,6,0.28%,0.10%,7.01%,0.00%,2,0,0.39%,0.00%,"₹2,700.00",₹0.00,2,0
B0DFCDZWND,B0DFCDZWND,NexLev Cordless Electric Heating Pad| Period Cramp & Back Pain Relief Massager | 9 modes| Menstrual Cramp Relief|Type C| Crampfree Periods | Portable | Gift for Women| Strap upto 40 Inch |Purple CM-02,316,8,0.14%,0.19%,392,14,0.13%,0.24%,68.11%,100.00%,2,0,0.63%,0.00%,"₹2,798.00",₹0.00,2,0
B0DM66B2DW,B0DM66B2DW,"NexLev Knee Massager for Joint Pain Relief |Controlled Vibration & Heating for Arthritis, Knee, Shoulder or Elbow pain | 15 modes |2 Extension Belt |Graphene Heating pad for Consistent Heating | KM-01",508,22,0.23%,0.52%,690,30,0.23%,0.51%,22.64%,6.67%,2,0,0.39%,0.00%,"₹2,898.00",₹0.00,2,0
B0DM6BB3VT,B0DM6BB3VT,NexLev Calf Massager | Daily Use Leg Massager for Sore Muscle |1 Piece | Hand Like Massage with Air Compression | Improve Blood Circulation & Relieve Pain | 2500 mAh | Large Belt | Type C |CFM-01,444,15,0.20%,0.35%,654,23,0.22%,0.39%,23.31%,38.46%,2,0,0.45%,0.00%,"₹5,998.00",₹0.00,2,0
B0DXFPM4N2,B0DXFPM4N2,"Audio Array AM-S1 BT v5.3 |Professional 4"" Studio Monitor Speaker Pair| 60W Class D Amplification,Woven Composite Woofer,1"" Silk-Dome Tweeter,EQ Controls|Music/Monitor Mode, Aux, HDMI, USB C, TRS, RCA","2,949",66,1.31%,1.55%,"4,295",107,1.43%,1.83%,1.33%,0.00%,2,0,0.07%,0.00%,"₹17,198.00",₹0.00,2,0
B0F29SZCVF,B0F29SZCVF,"NexLev Knee Massager for Joint Pain Relief |Controlled Vibration & Heating for Arthritis, Knee, Shoulder or Elbow pain | 15 modes |2 Extension Belt |Graphene Heating pad for Consistent Heating | KM-01",212,8,0.09%,0.19%,294,18,0.10%,0.31%,14.12%,25.00%,2,0,0.94%,0.00%,"₹3,188.00",₹0.00,2,0
B01MCVTGVL,B01MCVTGVL,"SE ELECTRONICS V7 Premium Dynamic Supercardioid Microphone for Speech, Singers, Voice-Overs Artists, and Performers Intended for Live Stage and Professional Studio Recordings with 3 Years Warranty",255,13,0.11%,0.31%,405,15,0.14%,0.26%,9.38%,8.33%,1,0,0.39%,0.00%,"₹9,490.00",₹0.00,1,0
B074CC1M7T,B074CC1M7T,Nektar IMPACT GX61 61-Key Full-Size Velocity-Sensitive USB Midi Keyboard Controller with Nektar DAW Integration and Free Professional Recording Software,174,2,0.08%,0.05%,238,2,0.08%,0.03%,3.72%,0.00%,1,0,0.57%,0.00%,"₹12,490.00",₹0.00,1,0
B07GVGMW59,B07GVGMW59,"TONOR G11 Conference USB Microphone, Omnidirectional Condenser PC Mic for Video Conference, Recording, Skype, Online Class, Court Reporter, Plug & Play Compatible with Mac OS X Windows PC Computer",228,15,0.10%,0.35%,329,25,0.11%,0.43%,2.40%,0.00%,1,0,0.44%,0.00%,"₹2,499.00",₹0.00,1,0
B08CF614NK,B08CF614NK,"MAONO AU-PM422 Podcast Microphone with Zero Latency Monitoring, 192KHZ/24BIT Professional Cardioid Condenser Mic with Touch Mute Button and Mic Gain Knob for Recording, Podcasting, Gaming, YouTube","1,155",16,0.51%,0.38%,"1,633",20,0.54%,0.34%,5.72%,0.00%,1,0,0.09%,0.00%,"₹5,499.00",₹0.00,1,0
B08CVP2HXP,B08CVP2HXP,"TONOR USB Microphone, Condenser Computer PC Mic with Tripod Stand, Metal,Pop Filter, Shock Mount for Gaming,Streaming,Podcasting,YouTube, Voice Over,Skype, Twitch,Compatible with Laptop Desktop, TC30",478,6,0.21%,0.14%,678,10,0.23%,0.17%,2.61%,0.00%,1,0,0.21%,0.00%,"₹2,299.00",₹0.00,1,0
